task_dir,episode_index,replan_index,sampling_seed,requested_relation,imagined_requested,reliable_future_frames,requested_future_frames,execution_end_step,executed_relation,executed_requested,execution_geometry_source,quadrant,chunk_dir
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,1,2,7201002,left,,1,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,1,3,7201003,left,False,2,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,1,4,7201004,left,,0,0,159,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,1,5,7201005,left,,1,0,186,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,0,7202000,left,False,3,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,1,7202001,left,False,4,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,2,7202002,left,,0,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,3,7202003,left,False,2,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,4,7202004,left,False,2,0,159,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,5,7202005,left,,0,0,191,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,6,7202006,left,,0,0,223,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,7,7202007,left,False,2,0,255,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_007
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,8,7202008,left,,1,0,287,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_008
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,9,7202009,left,,1,0,319,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_009
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,2,10,7202010,left,,0,0,332,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_010
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,3,0,7203000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,3,1,7203001,left,,1,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,3,2,7203002,left,False,2,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,3,3,7203003,left,,1,0,127,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,3,4,7203004,left,,1,1,146,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_003/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,4,0,7204000,left,False,3,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,4,1,7204001,left,False,3,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,4,2,7204002,left,False,3,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,4,3,7204003,left,False,3,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,4,4,7204004,left,,1,1,159,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,4,5,7204005,left,,0,0,191,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,4,6,7204006,left,,0,0,216,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,0,7205000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,1,7205001,left,False,2,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,2,7205002,left,False,3,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,3,7205003,left,,1,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,4,7205004,left,,0,0,159,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,5,7205005,left,,1,0,191,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,6,7205006,left,False,3,0,223,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,7,7205007,left,,1,0,255,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_007
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,8,7205008,left,False,2,0,287,left,True,rigid_object_root_pose_in_robot_frame,does_not_imagine_requested_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_008
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,5,9,7205009,left,,0,0,307,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_009
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,6,0,7206000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,6,1,7206001,left,False,3,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,6,2,7206002,left,False,3,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,6,3,7206003,left,False,2,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,6,4,7206004,left,,0,0,145,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,7,0,7207000,left,False,3,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,7,1,7207001,left,False,3,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,7,2,7207002,left,,0,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,7,3,7207003,left,,1,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,7,4,7207004,left,,1,0,149,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,8,0,7208000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_008/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,8,1,7208001,left,False,3,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_008/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,8,2,7208002,left,False,3,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_008/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,8,3,7208003,left,,0,0,127,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_008/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,8,4,7208004,left,True,2,2,137,left,True,rigid_object_root_pose_in_robot_frame,imagines_requested_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_008/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,9,0,7209000,left,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_009/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,9,1,7209001,left,,1,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_009/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,9,2,7209002,left,,1,0,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_009/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask,9,3,7209003,left,,0,0,119,left,True,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_009/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,0,7200000,right,False,4,0,31,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_000
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,1,7200001,right,,1,0,63,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_001
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,2,7200002,right,,1,1,95,neutral,False,rigid_object_root_pose_in_robot_frame,uncertain_future,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_002
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,3,7200003,right,False,3,0,127,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_003
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,4,7200004,right,False,4,0,159,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_004
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,5,7200005,right,False,4,0,191,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_005
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,6,7200006,right,False,4,0,223,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_006
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,7,7200007,right,False,4,0,255,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_007
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,8,7200008,right,False,4,0,287,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_008
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,9,7200009,right,False,4,0,319,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_009
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,10,7200010,right,False,4,0,351,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_010
/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask,0,11,7200011,right,False,4,0,383,neutral,False,rigid_object_root_pose_in_robot_frame,neither_imagines_nor_executes_requested,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_011
