level,intent_id,canonical_text,train_surfaces,heldout_surfaces,origin,audit_seed,secondary_review_required,primary_all_surfaces_semantically_equivalent,primary_language_natural_and_acceptable,primary_reviewer,primary_review_notes,secondary_all_surfaces_semantically_equivalent,secondary_language_natural_and_acceptable,secondary_reviewer,secondary_review_notes,adjudicated_semantically_equivalent,adjudicated_language_acceptable,adjudicator,adjudication_notes
task,task_7b51caaaf28bbdcc,Put the pepper to the left of the fork.,"[""Please follow this instruction: \""Put the pepper to the left of the fork.\"""", ""Execute the following instruction: \""Put the pepper to the left of the fork.\"""", ""The requested robot instruction is: \""Put the pepper to the left of the fork.\"""", ""Carry out this command: \""Put the pepper to the left of the fork.\""""]","[""Robot command: \""Put the pepper to the left of the fork.\"""", ""Complete this instruction: \""Put the pepper to the left of the fork.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_487136f8634a02cc,Put the bottom of the fork near the food.,"[""Please follow this instruction: \""Put the bottom of the fork near the food.\"""", ""Execute the following instruction: \""Put the bottom of the fork near the food.\"""", ""The requested robot instruction is: \""Put the bottom of the fork near the food.\"""", ""Carry out this command: \""Put the bottom of the fork near the food.\""""]","[""Robot command: \""Put the bottom of the fork near the food.\"""", ""Complete this instruction: \""Put the bottom of the fork near the food.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_92c0f542233cd236,pick up the red fork and use it to move the can to the left side of the counter,"[""Please follow this instruction: \""pick up the red fork and use it to move the can to the left side of the counter.\"""", ""Execute the following instruction: \""pick up the red fork and use it to move the can to the left side of the counter.\"""", ""The requested robot instruction is: \""pick up the red fork and use it to move the can to the left side of the counter.\"""", ""Carry out this command: \""pick up the red fork and use it to move the can to the left side of the counter.\""""]","[""Robot command: \""pick up the red fork and use it to move the can to the left side of the counter.\"""", ""Complete this instruction: \""pick up the red fork and use it to move the can to the left side of the counter.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_a42ff907c04a593e,take the green object out of the pan and put it to the left side if the sink,"[""Please follow this instruction: \""take the green object out of the pan and put it to the left side if the sink.\"""", ""Execute the following instruction: \""take the green object out of the pan and put it to the left side if the sink.\"""", ""The requested robot instruction is: \""take the green object out of the pan and put it to the left side if the sink.\"""", ""Carry out this command: \""take the green object out of the pan and put it to the left side if the sink.\""""]","[""Robot command: \""take the green object out of the pan and put it to the left side if the sink.\"""", ""Complete this instruction: \""take the green object out of the pan and put it to the left side if the sink.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_75faaae2fedf6eb4,Move the brush to the pot,"[""Please follow this instruction: \""Move the brush to the pot.\"""", ""Execute the following instruction: \""Move the brush to the pot.\"""", ""The requested robot instruction is: \""Move the brush to the pot.\"""", ""Carry out this command: \""Move the brush to the pot.\""""]","[""Robot command: \""Move the brush to the pot.\"""", ""Complete this instruction: \""Move the brush to the pot.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_38cda825f78ca5ac,move the sushi to the upper left side of the table,"[""Please follow this instruction: \""move the sushi to the upper left side of the table.\"""", ""Execute the following instruction: \""move the sushi to the upper left side of the table.\"""", ""The requested robot instruction is: \""move the sushi to the upper left side of the table.\"""", ""Carry out this command: \""move the sushi to the upper left side of the table.\""""]","[""Robot command: \""move the sushi to the upper left side of the table.\"""", ""Complete this instruction: \""move the sushi to the upper left side of the table.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_696bc1b680151a97,put the cone left side on the table,"[""Please follow this instruction: \""put the cone left side on the table.\"""", ""Execute the following instruction: \""put the cone left side on the table.\"""", ""The requested robot instruction is: \""put the cone left side on the table.\"""", ""Carry out this command: \""put the cone left side on the table.\""""]","[""Robot command: \""put the cone left side on the table.\"""", ""Complete this instruction: \""put the cone left side on the table.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_2d0e2a1cc5b52bdd,Move the napkin to the bottom right of the table near the stove.,"[""Please follow this instruction: \""Move the napkin to the bottom right of the table near the stove.\"""", ""Execute the following instruction: \""Move the napkin to the bottom right of the table near the stove.\"""", ""The requested robot instruction is: \""Move the napkin to the bottom right of the table near the stove.\"""", ""Carry out this command: \""Move the napkin to the bottom right of the table near the stove.\""""]","[""Robot command: \""Move the napkin to the bottom right of the table near the stove.\"""", ""Complete this instruction: \""Move the napkin to the bottom right of the table near the stove.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
task,task_ea3d6d60db010360,Transfer the silver pot to the left burner,"[""Please follow this instruction: \""Transfer the silver pot to the left burner.\"""", ""Execute the following instruction: \""Transfer the silver pot to the left burner.\"""", ""The requested robot instruction is: \""Transfer the silver pot to the left burner.\"""", ""Carry out this command: \""Transfer the silver pot to the left burner.\""""]","[""Robot command: \""Transfer the silver pot to the left burner.\"""", ""Complete this instruction: \""Transfer the silver pot to the left burner.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_b05c129e12178a9d,picked up the blue fork and moved it to the bottom right burner,"[""Please follow this instruction: \""picked up the blue fork and moved it to the bottom right burner.\"""", ""Execute the following instruction: \""picked up the blue fork and moved it to the bottom right burner.\"""", ""The requested robot instruction is: \""picked up the blue fork and moved it to the bottom right burner.\"""", ""Carry out this command: \""picked up the blue fork and moved it to the bottom right burner.\""""]","[""Robot command: \""picked up the blue fork and moved it to the bottom right burner.\"""", ""Complete this instruction: \""picked up the blue fork and moved it to the bottom right burner.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
task,task_c3ff2ed8609e3941,Pick up the potato from the pot and put it on the table,"[""Please follow this instruction: \""Pick up the potato from the pot and put it on the table.\"""", ""Execute the following instruction: \""Pick up the potato from the pot and put it on the table.\"""", ""The requested robot instruction is: \""Pick up the potato from the pot and put it on the table.\"""", ""Carry out this command: \""Pick up the potato from the pot and put it on the table.\""""]","[""Robot command: \""Pick up the potato from the pot and put it on the table.\"""", ""Complete this instruction: \""Pick up the potato from the pot and put it on the table.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_40940697e06716fd,move the cloth from right to left edge of the table,"[""Please follow this instruction: \""move the cloth from right to left edge of the table.\"""", ""Execute the following instruction: \""move the cloth from right to left edge of the table.\"""", ""The requested robot instruction is: \""move the cloth from right to left edge of the table.\"""", ""Carry out this command: \""move the cloth from right to left edge of the table.\""""]","[""Robot command: \""move the cloth from right to left edge of the table.\"""", ""Complete this instruction: \""move the cloth from right to left edge of the table.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
task,task_bc612c1b84f2142d,pushed the can  below the right burner,"[""Please follow this instruction: \""pushed the can  below the right burner.\"""", ""Execute the following instruction: \""pushed the can  below the right burner.\"""", ""The requested robot instruction is: \""pushed the can  below the right burner.\"""", ""Carry out this command: \""pushed the can  below the right burner.\""""]","[""Robot command: \""pushed the can  below the right burner.\"""", ""Complete this instruction: \""pushed the can  below the right burner.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_0fa7d070afac8511,remove the black and white figure from the top of the cloth,"[""Please follow this instruction: \""remove the black and white figure from the top of the cloth.\"""", ""Execute the following instruction: \""remove the black and white figure from the top of the cloth.\"""", ""The requested robot instruction is: \""remove the black and white figure from the top of the cloth.\"""", ""Carry out this command: \""remove the black and white figure from the top of the cloth.\""""]","[""Robot command: \""remove the black and white figure from the top of the cloth.\"""", ""Complete this instruction: \""remove the black and white figure from the top of the cloth.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_cc4822bc49cf1d16,put the yellow duck on the table between the gray mouse and the green bell pepper,"[""Please follow this instruction: \""put the yellow duck on the table between the gray mouse and the green bell pepper.\"""", ""Execute the following instruction: \""put the yellow duck on the table between the gray mouse and the green bell pepper.\"""", ""The requested robot instruction is: \""put the yellow duck on the table between the gray mouse and the green bell pepper.\"""", ""Carry out this command: \""put the yellow duck on the table between the gray mouse and the green bell pepper.\""""]","[""Robot command: \""put the yellow duck on the table between the gray mouse and the green bell pepper.\"""", ""Complete this instruction: \""put the yellow duck on the table between the gray mouse and the green bell pepper.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_78b798bc6e696f28,move the figure the bottom edge of the cloth,"[""Please follow this instruction: \""move the figure the bottom edge of the cloth.\"""", ""Execute the following instruction: \""move the figure the bottom edge of the cloth.\"""", ""The requested robot instruction is: \""move the figure the bottom edge of the cloth.\"""", ""Carry out this command: \""move the figure the bottom edge of the cloth.\""""]","[""Robot command: \""move the figure the bottom edge of the cloth.\"""", ""Complete this instruction: \""move the figure the bottom edge of the cloth.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_b1345803582d2c66,moved a yellow banana to the top left side of the table,"[""Please follow this instruction: \""moved a yellow banana to the top left side of the table.\"""", ""Execute the following instruction: \""moved a yellow banana to the top left side of the table.\"""", ""The requested robot instruction is: \""moved a yellow banana to the top left side of the table.\"""", ""Carry out this command: \""moved a yellow banana to the top left side of the table.\""""]","[""Robot command: \""moved a yellow banana to the top left side of the table.\"""", ""Complete this instruction: \""moved a yellow banana to the top left side of the table.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_c809d8518bc29b6f,Move the yellow towel to the left against the wall.,"[""Please follow this instruction: \""Move the yellow towel to the left against the wall.\"""", ""Execute the following instruction: \""Move the yellow towel to the left against the wall.\"""", ""The requested robot instruction is: \""Move the yellow towel to the left against the wall.\"""", ""Carry out this command: \""Move the yellow towel to the left against the wall.\""""]","[""Robot command: \""Move the yellow towel to the left against the wall.\"""", ""Complete this instruction: \""Move the yellow towel to the left against the wall.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_4f4639ab94292253,Move the blue fork to the back left edge of the table,"[""Please follow this instruction: \""Move the blue fork to the back left edge of the table.\"""", ""Execute the following instruction: \""Move the blue fork to the back left edge of the table.\"""", ""The requested robot instruction is: \""Move the blue fork to the back left edge of the table.\"""", ""Carry out this command: \""Move the blue fork to the back left edge of the table.\""""]","[""Robot command: \""Move the blue fork to the back left edge of the table.\"""", ""Complete this instruction: \""Move the blue fork to the back left edge of the table.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_b09862959e2cc82c,move animal to upper left corner,"[""Please follow this instruction: \""move animal to upper left corner.\"""", ""Execute the following instruction: \""move animal to upper left corner.\"""", ""The requested robot instruction is: \""move animal to upper left corner.\"""", ""Carry out this command: \""move animal to upper left corner.\""""]","[""Robot command: \""move animal to upper left corner.\"""", ""Complete this instruction: \""move animal to upper left corner.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_8e207feb3e408a64,MOVE THE SILVER POT FRO LEFT SIDE OF THE TABLE AND PUT IT CLOSE TO SPATULA,"[""Please follow this instruction: \""MOVE THE SILVER POT FRO LEFT SIDE OF THE TABLE AND PUT IT CLOSE TO SPATULA.\"""", ""Execute the following instruction: \""MOVE THE SILVER POT FRO LEFT SIDE OF THE TABLE AND PUT IT CLOSE TO SPATULA.\"""", ""The requested robot instruction is: \""MOVE THE SILVER POT FRO LEFT SIDE OF THE TABLE AND PUT IT CLOSE TO SPATULA.\"""", ""Carry out this command: \""MOVE THE SILVER POT FRO LEFT SIDE OF THE TABLE AND PUT IT CLOSE TO SPATULA.\""""]","[""Robot command: \""MOVE THE SILVER POT FRO LEFT SIDE OF THE TABLE AND PUT IT CLOSE TO SPATULA.\"""", ""Complete this instruction: \""MOVE THE SILVER POT FRO LEFT SIDE OF THE TABLE AND PUT IT CLOSE TO SPATULA.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_fe00cd91554d39fd,place rectangle block on top of the arch,"[""Please follow this instruction: \""place rectangle block on top of the arch.\"""", ""Execute the following instruction: \""place rectangle block on top of the arch.\"""", ""The requested robot instruction is: \""place rectangle block on top of the arch.\"""", ""Carry out this command: \""place rectangle block on top of the arch.\""""]","[""Robot command: \""place rectangle block on top of the arch.\"""", ""Complete this instruction: \""place rectangle block on top of the arch.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_5858e0ff86303bb7,move pot to towel,"[""Please follow this instruction: \""move pot to towel.\"""", ""Execute the following instruction: \""move pot to towel.\"""", ""The requested robot instruction is: \""move pot to towel.\"""", ""Carry out this command: \""move pot to towel.\""""]","[""Robot command: \""move pot to towel.\"""", ""Complete this instruction: \""move pot to towel.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_0b0b0bbd393840d6,Move the red cloth behind the pot with the carrot,"[""Please follow this instruction: \""Move the red cloth behind the pot with the carrot.\"""", ""Execute the following instruction: \""Move the red cloth behind the pot with the carrot.\"""", ""The requested robot instruction is: \""Move the red cloth behind the pot with the carrot.\"""", ""Carry out this command: \""Move the red cloth behind the pot with the carrot.\""""]","[""Robot command: \""Move the red cloth behind the pot with the carrot.\"""", ""Complete this instruction: \""Move the red cloth behind the pot with the carrot.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
task,task_5cd860d5a1ea51b6,put the top rectangular block on the upper part of the table,"[""Please follow this instruction: \""put the top rectangular block on the upper part of the table.\"""", ""Execute the following instruction: \""put the top rectangular block on the upper part of the table.\"""", ""The requested robot instruction is: \""put the top rectangular block on the upper part of the table.\"""", ""Carry out this command: \""put the top rectangular block on the upper part of the table.\""""]","[""Robot command: \""put the top rectangular block on the upper part of the table.\"""", ""Complete this instruction: \""put the top rectangular block on the upper part of the table.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_8be340e67e4f3005,move the blue brush on top of the right burner,"[""Please follow this instruction: \""move the blue brush on top of the right burner.\"""", ""Execute the following instruction: \""move the blue brush on top of the right burner.\"""", ""The requested robot instruction is: \""move the blue brush on top of the right burner.\"""", ""Carry out this command: \""move the blue brush on top of the right burner.\""""]","[""Robot command: \""move the blue brush on top of the right burner.\"""", ""Complete this instruction: \""move the blue brush on top of the right burner.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_edfc0acc3c76c96c,put the cover in the silver pot,"[""Please follow this instruction: \""put the cover in the silver pot.\"""", ""Execute the following instruction: \""put the cover in the silver pot.\"""", ""The requested robot instruction is: \""put the cover in the silver pot.\"""", ""Carry out this command: \""put the cover in the silver pot.\""""]","[""Robot command: \""put the cover in the silver pot.\"""", ""Complete this instruction: \""put the cover in the silver pot.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_850e8432b24e41ff,put the block on top of the rectangular block on the arch,"[""Please follow this instruction: \""put the block on top of the rectangular block on the arch.\"""", ""Execute the following instruction: \""put the block on top of the rectangular block on the arch.\"""", ""The requested robot instruction is: \""put the block on top of the rectangular block on the arch.\"""", ""Carry out this command: \""put the block on top of the rectangular block on the arch.\""""]","[""Robot command: \""put the block on top of the rectangular block on the arch.\"""", ""Complete this instruction: \""put the block on top of the rectangular block on the arch.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_b143df34a5bb0cf6,Set the silver pan on top of the yellow cloth.,"[""Please follow this instruction: \""Set the silver pan on top of the yellow cloth.\"""", ""Execute the following instruction: \""Set the silver pan on top of the yellow cloth.\"""", ""The requested robot instruction is: \""Set the silver pan on top of the yellow cloth.\"""", ""Carry out this command: \""Set the silver pan on top of the yellow cloth.\""""]","[""Robot command: \""Set the silver pan on top of the yellow cloth.\"""", ""Complete this instruction: \""Set the silver pan on top of the yellow cloth.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
task,task_4dbe79e141670173,Moved the silver pot the the bottom right burner,"[""Please follow this instruction: \""Moved the silver pot the the bottom right burner.\"""", ""Execute the following instruction: \""Moved the silver pot the the bottom right burner.\"""", ""The requested robot instruction is: \""Moved the silver pot the the bottom right burner.\"""", ""Carry out this command: \""Moved the silver pot the the bottom right burner.\""""]","[""Robot command: \""Moved the silver pot the the bottom right burner.\"""", ""Complete this instruction: \""Moved the silver pot the the bottom right burner.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_0c7334c24e14fbf3,Move the avocado towards the wall above the pot and blue fork,"[""Please follow this instruction: \""Move the avocado towards the wall above the pot and blue fork.\"""", ""Execute the following instruction: \""Move the avocado towards the wall above the pot and blue fork.\"""", ""The requested robot instruction is: \""Move the avocado towards the wall above the pot and blue fork.\"""", ""Carry out this command: \""Move the avocado towards the wall above the pot and blue fork.\""""]","[""Robot command: \""Move the avocado towards the wall above the pot and blue fork.\"""", ""Complete this instruction: \""Move the avocado towards the wall above the pot and blue fork.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_8eee9b81690e4cce,Put the spoon on the orange rectangle.,"[""Please follow this instruction: \""Put the spoon on the orange rectangle.\"""", ""Execute the following instruction: \""Put the spoon on the orange rectangle.\"""", ""The requested robot instruction is: \""Put the spoon on the orange rectangle.\"""", ""Carry out this command: \""Put the spoon on the orange rectangle.\""""]","[""Robot command: \""Put the spoon on the orange rectangle.\"""", ""Complete this instruction: \""Put the spoon on the orange rectangle.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_8dc225833588cc7a,Move the spoon to the lower left side of the table,"[""Please follow this instruction: \""Move the spoon to the lower left side of the table.\"""", ""Execute the following instruction: \""Move the spoon to the lower left side of the table.\"""", ""The requested robot instruction is: \""Move the spoon to the lower left side of the table.\"""", ""Carry out this command: \""Move the spoon to the lower left side of the table.\""""]","[""Robot command: \""Move the spoon to the lower left side of the table.\"""", ""Complete this instruction: \""Move the spoon to the lower left side of the table.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_1ff21a8bcee8fd83,take the yellow cloth from the basket to the table,"[""Please follow this instruction: \""take the yellow cloth from the basket to the table.\"""", ""Execute the following instruction: \""take the yellow cloth from the basket to the table.\"""", ""The requested robot instruction is: \""take the yellow cloth from the basket to the table.\"""", ""Carry out this command: \""take the yellow cloth from the basket to the table.\""""]","[""Robot command: \""take the yellow cloth from the basket to the table.\"""", ""Complete this instruction: \""take the yellow cloth from the basket to the table.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_3904bcdba2653182,Move the pan to the right of the blue cloth,"[""Please follow this instruction: \""Move the pan to the right of the blue cloth.\"""", ""Execute the following instruction: \""Move the pan to the right of the blue cloth.\"""", ""The requested robot instruction is: \""Move the pan to the right of the blue cloth.\"""", ""Carry out this command: \""Move the pan to the right of the blue cloth.\""""]","[""Robot command: \""Move the pan to the right of the blue cloth.\"""", ""Complete this instruction: \""Move the pan to the right of the blue cloth.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
task,task_7f85d23ea9f2930a,Pick up the carrot and place it on the orange cloth,"[""Please follow this instruction: \""Pick up the carrot and place it on the orange cloth.\"""", ""Execute the following instruction: \""Pick up the carrot and place it on the orange cloth.\"""", ""The requested robot instruction is: \""Pick up the carrot and place it on the orange cloth.\"""", ""Carry out this command: \""Pick up the carrot and place it on the orange cloth.\""""]","[""Robot command: \""Pick up the carrot and place it on the orange cloth.\"""", ""Complete this instruction: \""Pick up the carrot and place it on the orange cloth.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_e113c77a615f69a9,Put the pear into the pot.,"[""Please follow this instruction: \""Put the pear into the pot.\"""", ""Execute the following instruction: \""Put the pear into the pot.\"""", ""The requested robot instruction is: \""Put the pear into the pot.\"""", ""Carry out this command: \""Put the pear into the pot.\""""]","[""Robot command: \""Put the pear into the pot.\"""", ""Complete this instruction: \""Put the pear into the pot.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
task,task_5e1568ca77704c10,move the banana from front to behind,"[""Please follow this instruction: \""move the banana from front to behind.\"""", ""Execute the following instruction: \""move the banana from front to behind.\"""", ""The requested robot instruction is: \""move the banana from front to behind.\"""", ""Carry out this command: \""move the banana from front to behind.\""""]","[""Robot command: \""move the banana from front to behind.\"""", ""Complete this instruction: \""move the banana from front to behind.\""""]",generated_verbatim_wrapper,20260723,True,,,,,,,,,,,,
task,task_c7e573fccb928131,Pick up the blue cloth and put it inside of the pot,"[""Please follow this instruction: \""Pick up the blue cloth and put it inside of the pot.\"""", ""Execute the following instruction: \""Pick up the blue cloth and put it inside of the pot.\"""", ""The requested robot instruction is: \""Pick up the blue cloth and put it inside of the pot.\"""", ""Carry out this command: \""Pick up the blue cloth and put it inside of the pot.\""""]","[""Robot command: \""Pick up the blue cloth and put it inside of the pot.\"""", ""Complete this instruction: \""Pick up the blue cloth and put it inside of the pot.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
task,task_de33a88a9e72d652,move the green cloth to the upper left side of the burner,"[""Please follow this instruction: \""move the green cloth to the upper left side of the burner.\"""", ""Execute the following instruction: \""move the green cloth to the upper left side of the burner.\"""", ""The requested robot instruction is: \""move the green cloth to the upper left side of the burner.\"""", ""Carry out this command: \""move the green cloth to the upper left side of the burner.\""""]","[""Robot command: \""move the green cloth to the upper left side of the burner.\"""", ""Complete this instruction: \""move the green cloth to the upper left side of the burner.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
subtask,subtask_40b4869f33ad73b9,Move Towards the Drawer,"[""Please follow this instruction: \""Move Towards the Drawer.\"""", ""Execute the following instruction: \""Move Towards the Drawer.\"""", ""The requested robot instruction is: \""Move Towards the Drawer.\"""", ""Carry out this command: \""Move Towards the Drawer.\""""]","[""Robot command: \""Move Towards the Drawer.\"""", ""Complete this instruction: \""Move Towards the Drawer.\""""]",generated_verbatim_wrapper,20260723,False,,,,,,,,,,,,
